"Country","ISO3","Region","income category","HepBintroduced","HepBintroducedBirth","HepB3dose","HepBbirth","schedule","PreU5EstPre","PreU5EstPreLowCI","PreU5EstPreHighCI","PreU5EstCar","PreU5EstCarLowCI","PreU5EstCarHighCI","PreGPEstPre","PreGPEstPreLowCI","PreGPEstPreHighCI","PreGPEstCar","PreGPEstCarLowCI","PreGPEstCarHighCI","PostU5EstPre","PostU5EstPreLowCI","PostU5EstPreHighCI","PostU5EstCar","PostU5EstCarLowCI","PostU5EstCarHighCI","PostGPEstPre","PostGPEstPreLowCI","PostGPEstPreHighCI","PostGPEstCar","PostGPEstCarLowCI","PostGPEstCarHighCI","NumCarPrevU5","NumCarPrevU5LowCI","NumCarPrevU5HighCI","NumCarPrevGP","NumCarPrevGPLowCI","NumCarPrevGPHighCI","pop1990","pop1991","pop1992","pop1993","pop1994","pop1995","pop1996","pop1997","pop1998","pop1999","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","U51990","U51995","U52000","U52005","U52010","U52015","births-1980-1985","births-1985-1990","births-1990-1995","births-1995-2000","births-2000-2005","births-2005-2010","births-2010-2015","InfMort1985-1990","InfMort1990-1995","InfMort1995-2000","InfMort2000-2005","InfMort2005-2010","InfMort2010-2015","UrbPop1990","UrbPop1995","UrbPop2000","UrbPop2005","UrbPop2010","UrbPop2015","Cov_HepB_BD_2015","Cov_HepB_BD_2014","Cov_HepB_BD_2013","Cov_HepB_BD_2012","Cov_HepB_BD_2011","Cov_HepB_BD_2010","Cov_HepB_BD_2009","Cov_HepB_BD_2008","Cov_HepB_BD_2007","Cov_HepB_BD_2006","Cov_HepB_BD_2005","Cov_HepB_BD_2004","Cov_HepB_BD_2003","Cov_HepB_BD_2002","Cov_HepB_BD_2001","Cov_HepB_BD_2000","Cov_HepB3_2015","Cov_HepB3_2014","Cov_HepB3_2013","Cov_HepB3_2012","Cov_HepB3_2011","Cov_HepB3_2010","Cov_HepB3_2009","Cov_HepB3_2008","Cov_HepB3_2007","Cov_HepB3_2006","Cov_HepB3_2005","Cov_HepB3_2004","Cov_HepB3_2003","Cov_HepB3_2002","Cov_HepB3_2001","Cov_HepB3_2000","Cov_HepB3_1999","Cov_HepB3_1998","Cov_HepB3_1997","Cov_HepB3_1996","Cov_HepB3_1995","Cov_HepB3_1994","Cov_HepB3_1993","Cov_HepB3_1992","Cov_HepB3_1991","Cov_HepB3_1990","PreU5EstPre-region","PreU5EstPreLowCI-region","PreU5EstPreHighCI-region","PreU5EstCar-region","PreU5EstCarLowCI-region","PreU5EstCarHighCI-region","PreGPEstPre-region","PreGPEstPreLowCI-region","PreGPEstPreHighCI-region","PreGPEstCar-region","PreGPEstCarLowCI-region","PreGPEstCarHighCI-region","PostU5EstPre-region","PostU5EstPreLowCI-region","PostU5EstPreHighCI-region","PostU5EstCar-region","PostU5EstCarLowCI-region","PostU5EstCarHighCI-region","PostGPEstPre-region","PostGPEstPreLowCI-region","PostGPEstPreHighCI-region","PostGPEstCar-region","PostGPEstCarLowCI-region","PostGPEstCarHighCI-region","NumCarPrevU5-region","NumCarPrevU5LowCI-region","NumCarPrevU5HighCI-region","NumCarPrevGP-region","NumCarPrevGPLowCI-region","NumCarPrevGPHighCI-region","PreU5EstPre-income","PreU5EstPreLowCI-income","PreU5EstPreHighCI-income","PreU5EstCar-income","PreU5EstCarLowCI-income","PreU5EstCarHighCI-income","PreGPEstPre-income","PreGPEstPreLowCI-income","PreGPEstPreHighCI-income","PreGPEstCar-income","PreGPEstCarLowCI-income","PreGPEstCarHighCI-income","PostU5EstPre-income","PostU5EstPreLowCI-income","PostU5EstPreHighCI-income","PostU5EstCar-income","PostU5EstCarLowCI-income","PostU5EstCarHighCI-income","PostGPEstPre-income","PostGPEstPreLowCI-income","PostGPEstPreHighCI-income","PostGPEstCar-income","PostGPEstCarLowCI-income","PostGPEstCarHighCI-income","NumCarPrevU5-income","NumCarPrevU5LowCI-income","NumCarPrevU5HighCI-income","NumCarPrevGP-income","NumCarPrevGPLowCI-income","NumCarPrevGPHighCI-income"
"Comoros","COM","AFRO","Low income",2002.00,2016.00,80.00,,,4.72,0.39,33.16,5.62,0.46,39.46,6.48,0.56,40.56,43.33,3.75,271.33,4.05,0.32,28.88,4.83,0.38,34.37,6.29,0.55,39.60,42.10,3.68,264.93,0.77,0.03,5.21,11.78,0.97,76.77,411.59,423.87,436.44,449.27,462.27,475.39,488.62,501.95,515.38,528.84,542.35,555.88,569.47,583.21,597.22,611.62,626.42,641.62,657.22,673.25,689.69,706.56,723.86,741.50,759.38,777.42,75.10,81.76,88.75,96.69,106.76,117.25,76.19,84.72,90.49,97.56,106.36,116.42,126.32,93.44,81.00,74.03,72.56,66.66,58.08,27.86,28.30,28.08,27.87,27.91,28.29,,,,,,,,,,,,,,,,,80.00,80.00,83.00,86.00,83.00,74.00,83.00,81.00,75.00,69.00,68.00,77.00,28.00,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Congo","COG","AFRO","Lower middle income",2006.00,2016.00,80.00,,,7.57,6.06,9.48,57.47,45.97,71.92,10.34,8.49,12.40,398.99,327.51,478.53,6.43,4.96,8.26,48.78,37.64,62.73,10.18,8.39,12.23,392.68,323.66,472.02,8.61,0.90,16.37,115.70,92.64,140.90,2440.45,2507.77,2577.03,2648.50,2722.49,2799.25,2879.22,2962.47,3048.45,3136.34,3225.72,3315.80,3407.18,3502.51,3605.43,3718.24,3842.36,3976.24,4115.43,4253.71,4386.69,4512.73,4633.36,4751.39,4871.10,4995.64,402.56,451.14,527.30,615.45,729.52,813.95,405.39,444.68,499.23,587.63,683.21,786.99,863.43,76.99,79.01,84.56,81.11,60.95,46.51,54.32,56.41,58.69,60.98,63.22,65.38,,,,,,,,,,,,,,,,,80.00,90.00,85.00,79.00,80.00,74.00,75.00,73.00,64.00,,,,,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Ivory Coast","CIV","AFRO","Lower middle income",2000.00,2016.00,83.00,,,6.17,5.07,7.64,226.28,185.74,280.15,8.46,7.14,10.10,1609.88,1359.39,1922.60,5.29,4.17,6.72,193.88,153.01,246.27,8.15,6.89,9.75,1550.46,1311.50,1856.59,31.98,3.86,62.82,466.16,383.11,567.94,12267.75,12710.00,13163.01,13622.73,14083.61,14540.82,14995.24,15445.98,15884.55,16300.23,16686.56,17040.15,17366.51,17679.35,17997.73,18336.30,18699.43,19085.94,19497.98,19936.36,20401.33,20895.31,21418.60,21966.31,22531.35,23108.47,2193.35,2520.92,2879.20,3112.73,3367.11,3764.65,2175.89,2489.38,2847.68,3246.61,3509.31,3748.14,4102.10,106.54,103.19,99.18,91.59,84.58,71.62,39.34,41.21,43.54,46.83,50.55,54.18,,,,,,,,,,,,,,,,,83.00,76.00,80.00,82.00,62.00,85.00,81.00,74.00,76.00,77.00,76.00,67.00,63.00,48.00,10.00,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Democratic Republic pf the Congo","COD","AFRO","Low income",2006.00,2016.00,81.00,,,4.17,3.44,5.07,579.01,477.12,703.46,5.75,4.93,6.72,3645.17,3127.41,4260.39,3.56,2.88,4.40,494.05,399.12,610.09,5.66,4.85,6.61,3585.33,3072.56,4190.93,83.76,8.67,163.73,1144.32,962.58,1377.19,34614.58,35914.82,37346.14,38833.59,40273.70,41595.74,42770.54,43830.14,44840.52,45898.66,47076.38,48394.33,49835.75,51390.03,53034.21,54751.47,56543.01,58417.56,60373.60,62409.43,64523.26,66713.59,68978.68,71316.03,73722.86,76196.61,6351.12,7692.58,8660.92,10199.83,12126.62,14098.80,6503.42,7431.05,8781.90,10202.42,11669.34,13529.80,15482.35,116.00,109.71,112.87,99.53,83.85,73.17,30.63,32.83,35.12,37.47,39.93,42.49,,,,,,,,,,,,,,,,,81.00,80.00,74.00,75.00,74.00,60.00,72.00,65.00,70.00,,,,,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Equatorial Guinea","GNQ","AFRO","Upper middle income",2013.00,2016.00,16.00,,,6.83,5.50,8.32,8.74,7.04,10.65,9.37,7.93,10.91,67.29,56.96,78.31,6.72,5.43,8.19,8.61,6.95,10.48,9.37,7.93,10.91,67.29,56.96,78.31,0.12,0.01,0.25,17.47,14.51,20.84,426.84,440.62,455.14,470.61,487.14,504.87,523.99,544.63,566.67,589.93,614.32,639.76,666.40,694.61,724.81,757.31,792.21,829.32,868.41,909.11,951.10,994.29,1038.59,1083.74,1129.42,1175.38,74.33,84.30,102.04,123.94,150.14,176.33,66.93,84.07,96.81,115.80,138.56,165.25,191.38,120.91,110.64,99.33,89.74,80.41,69.97,34.74,38.83,38.80,38.85,39.22,39.92,,,,,,,,,,,,,,,,,16.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Eritrea","ERI","AFRO","Low income",2001.00,2016.00,95.00,,,1.71,1.39,2.12,13.92,11.37,17.25,2.39,2.01,2.84,105.46,88.62,125.30,1.41,1.10,1.77,11.47,8.93,14.39,2.28,1.94,2.68,100.40,85.83,118.29,2.52,0.27,4.72,31.17,25.71,37.68,3113.31,3127.29,3118.58,3099.04,3085.44,3090.15,3116.37,3161.35,3224.22,3302.26,3392.80,3497.12,3614.63,3738.26,3858.62,3969.00,4066.64,4153.33,4232.63,4310.33,4390.84,4474.69,4560.97,4650.99,4746.04,4846.97,550.88,516.88,517.87,621.63,715.42,744.47,579.70,638.84,610.67,571.28,659.80,769.39,793.28,111.70,94.53,71.18,59.39,51.66,45.02,15.80,16.53,17.55,18.88,20.57,22.63,,,,,,,,,,,,,,,,,95.00,94.00,94.00,94.00,96.00,90.00,92.00,94.00,91.00,94.00,96.00,84.00,91.00,86.00,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Ethiopia","ETH","AFRO","Low income",2006.00,2016.00,86.00,,,4.58,3.78,5.63,668.51,551.83,822.15,6.31,5.49,7.47,5354.05,4652.47,6330.27,3.96,3.25,4.89,577.67,474.41,714.74,6.24,5.41,7.36,5293.05,4588.85,6240.15,93.15,9.56,184.34,1546.11,1298.01,1852.01,48086.51,49821.08,51647.76,53532.95,55431.12,57309.88,59155.14,60976.45,62794.15,64640.05,66537.33,68492.25,70497.19,72545.14,74624.40,76727.08,78850.68,81000.40,83184.89,85416.25,87702.67,90046.75,92444.18,94887.72,97366.77,99873.03,9101.55,10591.71,12409.89,13485.01,13934.22,14901.07,9368.80,10731.85,12302.08,14086.11,14816.25,14952.88,15775.99,125.81,114.09,96.67,77.95,59.87,45.80,12.62,13.82,14.74,15.70,17.31,19.47,,,,,,,,,,,,,,,,,86.00,77.00,72.00,69.00,65.00,62.00,56.00,52.00,47.00,,,,,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Gabon","GAB","AFRO","Upper middle income",2004.00,2016.00,80.00,,,7.44,6.16,9.03,17.77,14.71,21.59,10.23,8.74,11.89,151.83,129.64,176.44,6.40,5.12,7.92,15.29,12.23,18.92,10.04,8.61,11.72,149.01,127.83,173.88,2.52,0.27,4.76,37.64,31.69,44.68,952.21,978.22,1004.67,1031.50,1058.66,1086.13,1113.99,1142.32,1171.22,1200.77,1231.12,1262.25,1294.40,1328.14,1364.20,1403.12,1444.84,1489.19,1536.41,1586.75,1640.21,1697.10,1756.81,1817.27,1875.71,1930.17,155.37,171.64,185.35,200.22,229.94,266.92,149.19,168.15,184.97,199.50,214.89,243.86,279.67,62.95,60.02,58.96,58.12,49.33,40.84,69.14,75.35,80.08,83.42,85.69,87.15,,,,,,,,,,,,,,,,,80.00,70.00,79.00,82.00,75.00,67.00,79.00,82.00,75.00,52.00,28.00,,,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Ghana","GHA","AFRO","Lower middle income",2001.00,2016.00,88.00,,,9.06,7.49,11.03,367.35,303.60,447.39,12.31,10.76,14.36,2874.13,2513.58,3353.55,7.58,6.12,9.19,307.35,248.12,372.73,11.86,10.40,13.73,2769.49,2428.06,3206.42,60.08,6.98,114.74,744.65,634.11,884.05,14628.26,15039.51,15463.85,15896.43,16330.17,16760.46,17185.60,17608.81,18036.49,18477.61,18938.76,19421.60,19924.52,20446.78,20986.53,21542.00,22113.42,22700.21,23298.64,23903.83,24512.10,25121.79,25733.04,26346.25,26962.56,27582.82,2455.84,2693.87,2974.01,3242.70,3622.29,4022.85,2484.58,2743.84,2959.15,3245.06,3502.25,3880.75,4261.20,82.74,72.51,66.90,60.91,55.35,46.47,36.44,40.14,43.92,47.30,50.71,54.04,,,,,,,,,,,,,,,,,88.00,98.00,90.00,92.00,91.00,94.00,94.00,93.00,94.00,84.00,84.00,80.00,80.00,80.00,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Guinea","GIN","AFRO","Low income",2006.00,2016.00,51.00,,,10.87,9.07,13.18,222.44,185.56,269.71,14.60,12.65,16.94,1541.93,1336.48,1789.27,9.75,7.98,11.97,199.42,163.18,244.95,14.43,12.51,16.74,1524.06,1320.99,1768.38,23.06,2.44,45.45,449.23,378.52,530.62,6041.09,6374.32,6758.83,7163.23,7544.29,7871.17,8132.55,8337.98,8503.29,8653.76,8808.54,8971.13,9137.34,9309.84,9490.22,9679.74,9881.42,10096.72,10323.14,10556.52,10794.17,11035.17,11281.46,11536.61,11805.50,12091.53,1080.29,1398.69,1540.40,1659.74,1807.73,1949.41,1136.15,1307.35,1591.31,1825.13,1930.66,2030.68,2144.36,142.39,128.23,111.71,95.22,77.69,65.73,28.02,29.47,31.01,32.80,34.85,37.16,,,,,,,,,,,,,,,,,51.00,51.00,63.00,62.00,63.00,64.00,57.00,57.00,57.00,,,,,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Guinea-Bissau","GNB","AFRO","Low income",2008.00,2016.00,80.00,,,5.51,0.48,40.40,15.92,1.37,116.75,7.64,0.66,48.40,118.92,10.22,753.15,4.67,0.39,36.40,13.51,1.13,105.19,7.51,0.65,48.11,116.88,10.13,748.54,2.02,0.05,12.62,31.92,2.76,216.62,1012.28,1037.15,1062.80,1088.56,1113.54,1137.12,1159.06,1179.72,1199.91,1220.79,1243.22,1267.51,1293.52,1321.20,1350.34,1380.83,1412.66,1445.95,1480.84,1517.44,1555.88,1596.15,1638.13,1681.49,1725.74,1770.52,186.64,201.65,213.45,227.55,255.95,285.49,212.02,226.99,242.37,251.42,267.01,292.23,319.50,128.44,121.46,109.11,101.03,91.10,80.44,28.13,32.63,36.65,40.86,45.22,49.33,,,,,,,,,,,,,,,,,80.00,80.00,80.00,80.00,80.00,80.00,80.00,,,,,,,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Kenya","KEN","AFRO","Lower middle income",2001.00,2016.00,89.00,,,1.96,1.58,2.40,140.42,113.32,171.91,2.74,2.26,3.23,1064.35,880.02,1256.51,1.61,1.25,2.05,115.14,89.41,147.26,2.62,2.17,3.10,1018.79,844.08,1205.21,24.81,2.67,46.77,303.38,250.69,366.14,23402.50,24179.59,24963.95,25754.11,26548.48,27346.45,28147.73,28954.11,29769.80,30600.39,31450.48,32321.48,33214.00,34130.85,35074.93,36048.28,37052.05,38085.90,39148.41,40237.20,41350.15,42486.83,43646.62,44826.84,46024.25,47236.25,4447.72,4664.67,5422.69,6079.73,6729.11,6997.24,4345.70,4857.38,5098.98,5929.12,6576.85,7158.05,7335.59,68.82,71.19,70.31,62.22,49.42,39.35,16.74,18.26,19.89,21.67,23.57,25.62,,,,,,,,,,,,,,,,,89.00,92.00,93.00,94.00,96.00,90.00,88.00,88.00,81.00,80.00,76.00,73.00,73.00,84.00,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Lesotho","LSO","AFRO","Lower middle income",2002.00,2016.00,93.00,,,4.81,0.56,35.85,13.38,1.55,99.68,6.69,0.77,42.57,124.10,14.38,790.07,3.97,0.46,30.75,11.03,1.29,85.49,6.48,0.75,41.89,120.32,13.93,777.54,2.08,0.08,14.25,30.77,3.39,202.37,1603.93,1634.51,1667.12,1700.36,1732.25,1761.35,1787.27,1810.45,1831.29,1850.52,1868.69,1885.95,1902.31,1918.09,1933.72,1949.54,1965.66,1982.28,1999.93,2019.20,2040.55,2064.16,2089.92,2117.36,2145.78,2174.64,255.09,264.05,272.42,257.04,258.03,280.08,278.00,283.40,288.48,301.96,287.23,283.72,302.07,83.82,70.64,81.19,86.82,74.06,59.82,13.96,16.95,19.54,22.24,24.75,27.31,,,,,,,,,,,,,,,,,93.00,93.00,93.00,95.00,96.00,93.00,91.00,88.00,90.00,91.00,87.00,60.00,17.00,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Liberia","LBR","AFRO","Low income",2007.00,2016.00,52.00,,,12.59,10.11,15.47,88.28,70.85,108.42,16.79,13.96,20.00,638.82,531.08,760.97,11.06,8.80,13.78,77.54,61.67,96.62,16.64,13.89,19.83,632.97,528.21,754.18,10.30,1.01,20.14,187.21,153.95,228.59,2097.23,2060.26,2022.72,2000.24,2012.88,2073.48,2191.17,2358.46,2551.06,2734.51,2884.52,2991.13,3062.86,3116.23,3176.41,3261.23,3375.83,3512.93,3662.99,3811.52,3948.12,4070.16,4181.56,4286.29,4390.73,4499.62,370.30,348.80,495.14,563.03,653.63,704.62,494.35,500.81,460.10,539.63,639.73,696.31,756.89,157.58,154.42,128.70,96.85,71.78,59.00,55.42,45.96,44.33,46.05,47.80,49.70,,,,,,,,,,,,,,,,,52.00,50.00,76.00,80.00,77.00,47.00,64.00,64.00,,,,,,,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Madagascar","MDG","AFRO","Low income",2001.00,2016.00,69.00,,,3.15,2.55,3.82,118.64,95.99,143.93,4.36,3.73,5.15,891.53,764.21,1054.93,2.70,2.17,3.31,101.97,81.84,124.96,4.21,3.59,4.95,860.94,735.09,1013.57,16.41,1.67,31.74,254.08,210.51,303.22,11598.63,11942.81,12301.33,12675.46,13066.54,13475.40,13902.68,14347.85,14808.79,15282.52,15766.80,16260.93,16765.11,17279.14,17802.99,18336.72,18880.26,19433.52,19996.46,20569.12,21151.64,21743.94,22346.57,22961.14,23589.80,24234.08,2092.16,2438.71,2842.10,3130.54,3410.08,3699.60,2121.45,2406.92,2767.05,3131.90,3364.09,3606.60,3872.08,107.84,100.07,77.74,57.98,45.49,36.77,23.56,25.79,27.12,28.81,31.92,35.10,,,,,,,,,,,,,,,,,69.00,73.00,74.00,70.00,73.00,70.00,77.00,77.00,84.00,82.00,81.00,71.00,61.00,51.00,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Malawi","MWI","AFRO","Low income",2001.00,2016.00,88.00,,,6.87,5.39,8.60,202.80,159.14,254.18,9.36,7.49,11.40,1335.47,1067.48,1625.81,5.70,4.28,7.54,168.51,126.39,222.75,8.94,7.15,10.96,1275.31,1018.96,1563.36,33.80,3.53,63.86,417.46,329.26,515.54,9437.55,9641.15,9729.71,9755.85,9796.97,9909.08,10109.78,10381.86,10704.74,11044.35,11376.17,11695.86,12013.71,12336.68,12676.03,13039.71,13429.26,13840.96,14271.23,14714.60,15167.09,15627.61,16097.30,16577.14,17068.83,17573.60,1759.93,1834.63,2080.15,2347.79,2721.43,2887.86,1751.88,2133.83,2281.99,2411.80,2651.84,2992.41,3118.44,144.16,132.34,115.45,99.13,79.69,66.48,11.56,13.26,14.61,15.05,15.54,16.27,,,,,,,,,,,,,,,,,88.00,91.00,89.00,96.00,97.00,93.00,93.00,91.00,87.00,99.00,93.00,89.00,84.00,64.00,,,,,,,,,,,,,5.98,4.80,8.03,9559.00,7676.00,12830.00,7.87,6.58,10.06,65305.00,54580.00,83447.00,4.61,3.61,6.37,7375.00,5767.00,10182.00,7.62,6.37,9.73,63196.00,52801.00,80704.00,2180.00,1018.00,3530.00,19437.00,15815.00,25276.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
